,hhidpn,r12sayret
26522,212522020,
26523,212524010,1.completely retired
26524,212525010,
26525,212526010,
26526,212526020,
26527,212530010,
26528,212530020,
26529,212532010,
26530,212535010,
26531,212538010,
26532,212540010,
26533,212540020,
26534,212542010,
26535,212544010,
26536,212544020,
26537,212547010,
26538,212551010,
26539,212551011,1.completely retired
26540,212553010,
26541,212555010,
26542,212556010,
26543,212557010,1.completely retired
26544,212559010,1.completely retired
26545,212562010,1.completely retired
26546,212565010,
26547,212566010,
26548,212567010,1.completely retired
26549,212568010,1.completely retired
26550,212569010,1.completely retired
26551,212570010,
26552,212570020,
26553,212571010,2.partly retired
26554,212571020,1.completely retired
26555,212572010,1.completely retired
26556,212573010,1.completely retired
26557,212573020,
26558,212575010,1.completely retired
26559,212575011,1.completely retired
26560,212576010,
26561,212576020,1.completely retired
26562,212577010,
26563,212578010,1.completely retired
26564,212582010,2.partly retired
26565,212582020,1.completely retired
26566,212585010,
26567,212586010,1.completely retired
26568,212586020,
26569,212587010,
26570,212592010,1.completely retired
26571,212592020,
26572,212593010,
26573,212593020,1.completely retired
26574,212595010,
26575,212595020,0.not retired
26576,212596010,
26577,212596020,
26578,212598010,
26579,212600010,
26580,212600020,
26581,212601010,
26582,212601020,1.completely retired
26583,212603010,
26584,212605010,
26585,212606010,1.completely retired
26586,212609010,1.completely retired
26587,212609020,
26588,212611010,
26589,212612010,
26590,212613010,
26591,212613020,
26592,212615010,
26593,212617010,
26594,212618010,1.completely retired
26595,212619010,
26596,212619020,
26597,212619021,1.completely retired
26598,212623010,
26599,212623020,1.completely retired
26600,212624010,
26601,212630010,1.completely retired
26602,212630020,
26603,212631010,1.completely retired
26604,212631020,1.completely retired
26605,212635010,
26606,212639010,
26607,212640010,1.completely retired
26608,212640020,2.partly retired
26609,212644010,
26610,212645010,1.completely retired
26611,212645020,
26612,212646010,
26613,212646020,
26614,212647010,
26615,212647020,
26616,212648010,
26617,212648020,
26618,212649010,1.completely retired
26619,212649020,1.completely retired
26620,212650010,
26621,212650011,
26622,212651010,
26623,212651020,1.completely retired
26624,212654010,1.completely retired
26625,212655010,
26626,212655020,
26627,212659010,
26628,212662010,
26629,212664010,
26630,212664020,
26631,212665010,1.completely retired
26632,212665020,1.completely retired
26633,212666010,
26634,212666020,
26635,212668010,
26636,212669010,
26637,212671010,
26638,212672010,1.completely retired
26639,212672020,1.completely retired
26640,212673010,
26641,212675010,
26642,212676010,
26643,212680010,
26644,212680020,
26645,212681010,1.completely retired
26646,212681020,1.completely retired
26647,212682010,1.completely retired
26648,212682020,1.completely retired
26649,212683010,
26650,212683020,
26651,212684010,
26652,212685010,
26653,212687010,
26654,212689010,1.completely retired
26655,212689020,1.completely retired
26656,212693010,1.completely retired
26657,212693020,1.completely retired
26658,212694010,
26659,212695010,
26660,212695020,1.completely retired
26661,212696010,
26662,212697010,
26663,212699010,1.completely retired
26664,212699020,
26665,212700010,
26666,212702010,
26667,212703010,
26668,212705010,
26669,212705020,
26670,212707010,1.completely retired
26671,212709010,
26672,212710010,1.completely retired
26673,212710020,
26674,212711010,
26675,212712010,
26676,212713010,3.question irrelevant
26677,212713020,
26678,212715010,
26679,212717010,1.completely retired
26680,212718010,2.partly retired
26681,212718020,1.completely retired
26682,212719010,
26683,212719020,
26684,212723010,1.completely retired
26685,212723020,
26686,212725010,
26687,212725020,1.completely retired
26688,212727010,1.completely retired
26689,212727020,
26690,212730010,
26691,212732010,1.completely retired
26692,212732020,1.completely retired
26693,212733010,
26694,212733020,
26695,212734010,
26696,212735010,
26697,212736010,
26698,212736020,
26699,212737010,
26700,212737020,
26701,212738010,1.completely retired
26702,212738020,1.completely retired
26703,212742010,
26704,212742020,
26705,212747010,
26706,212748010,
26707,212748020,
26708,212749010,
26709,212749020,1.completely retired
26710,212751010,
26711,212752010,
26712,212752020,
26713,212754010,1.completely retired
26714,212754020,1.completely retired
26715,212755010,
26716,212755020,1.completely retired
26717,212755021,1.completely retired
26718,212760010,1.completely retired
26719,212760020,
26720,212764010,1.completely retired
26721,212765010,
26722,212766010,1.completely retired
26723,212766020,1.completely retired
26724,212768010,
26725,212771010,1.completely retired
26726,212771020,
26727,212772010,
26728,212773010,1.completely retired
26729,212773020,1.completely retired
26730,212774010,
26731,212777010,
26732,212779010,
26733,212779020,1.completely retired
26734,212780010,
26735,212780020,1.completely retired
26736,212782010,
26737,212785010,
26738,212785020,
26739,212791010,
26740,212791020,
26741,212792010,
26742,212795010,
26743,212795020,
26744,212797010,
26745,212800010,
26746,212800020,1.completely retired
26747,212802010,
26748,212802020,
26749,212803010,1.completely retired
26750,212803020,
26751,212804010,
26752,212804020,1.completely retired
26753,212805010,
26754,212805020,
26755,212808010,
26756,212808020,1.completely retired
26757,212814010,
26758,212815010,1.completely retired
26759,212815020,1.completely retired
26760,212817010,
26761,212819010,
26762,212823010,1.completely retired
26763,212823020,1.completely retired
26764,212824010,1.completely retired
26765,212825010,1.completely retired
26766,212828010,1.completely retired
26767,212828020,1.completely retired
26768,212830010,
26769,212830020,
26770,212831010,1.completely retired
26771,212831020,
26772,212836010,1.completely retired
26773,212836020,
26774,212838010,
26775,212838020,1.completely retired
26776,212840010,1.completely retired
26777,212841010,
26778,212842010,1.completely retired
26779,212844010,
26780,212844020,
26781,212846010,1.completely retired
26782,212846020,
26783,212848010,1.completely retired
26784,212848020,1.completely retired
26785,212849010,1.completely retired
26786,212849020,
26787,212850010,
26788,212851010,
26789,212851020,
26790,212852010,
26791,212854010,1.completely retired
26792,212858010,1.completely retired
26793,212860010,
26794,212860020,3.question irrelevant
26795,212861010,1.completely retired
26796,212861020,
26797,212863010,
26798,212868010,
26799,212868020,
26800,212869010,
26801,212869020,
26802,212870010,
26803,212871010,1.completely retired
26804,212871020,
26805,212873010,
26806,212873020,
26807,212874010,1.completely retired
26808,212874020,
26809,212877010,
26810,212881010,
26811,212881020,
26812,212882010,1.completely retired
26813,212882020,2.partly retired
26814,212883010,
26815,212886010,
26816,212888010,1.completely retired
26817,212891010,3.question irrelevant
26818,212893010,
26819,212893020,1.completely retired
26820,212895010,1.completely retired
26821,212895020,3.question irrelevant
26822,212898010,
26823,212899010,1.completely retired
26824,212901010,
26825,212901020,
26826,212904010,3.question irrelevant
26827,212904020,1.completely retired
26828,212905010,1.completely retired
26829,212905020,1.completely retired
26830,212906010,
26831,212906020,1.completely retired
26832,212912010,
26833,212912020,1.completely retired
26834,212913010,
26835,212914010,1.completely retired
26836,212914020,
26837,212915010,
26838,212918010,
26839,212918020,3.question irrelevant
26840,212919010,1.completely retired
26841,212921010,
26842,212921020,
26843,212924010,
26844,212927010,
26845,212927020,1.completely retired
26846,212929010,
26847,212931010,1.completely retired
26848,212938010,
26849,212938020,
26850,212939010,
26851,212939020,1.completely retired
26852,212943010,1.completely retired
26853,212945010,
26854,212946010,
26855,212946020,1.completely retired
26856,212950010,
26857,212954010,
26858,212958010,
26859,212958020,1.completely retired
26860,212959010,
26861,212961010,
26862,212961020,
26863,212962010,
26864,212963010,
26865,212963020,
26866,212964010,1.completely retired
26867,212964020,0.not retired
26868,212966010,1.completely retired
26869,212967010,2.partly retired
26870,212968010,
26871,212969010,1.completely retired
26872,212970010,
26873,212970020,1.completely retired
26874,212973010,
26875,212974010,
26876,212975010,3.question irrelevant
26877,212976010,
26878,212978010,
26879,212983010,
26880,212988010,
26881,212988020,
26882,212990010,
26883,212993010,
26884,212993020,
26885,212994010,
26886,212994020,1.completely retired
26887,212997010,
26888,212998010,1.completely retired
26889,213000010,1.completely retired
26890,213002010,
26891,213002020,1.completely retired
26892,213002021,
26893,213004010,
26894,213004020,
26895,213011010,3.question irrelevant
26896,213015010,1.completely retired
26897,213016010,
26898,213016020,
26899,213019010,
26900,213022010,
26901,213022020,
26902,213024010,
26903,213024020,
26904,213031010,1.completely retired
26905,213031020,
26906,213034010,1.completely retired
26907,213034020,
26908,213035010,1.completely retired
26909,213035020,
26910,213036010,
26911,213037010,1.completely retired
26912,213039010,1.completely retired
26913,213039020,1.completely retired
26914,213040010,
26915,213040020,1.completely retired
26916,213042010,1.completely retired
26917,213042020,1.completely retired
26918,213043010,
26919,213045010,
26920,213045020,
26921,213046010,
26922,213048010,
26923,213048020,
26924,213049010,
26925,213049011,1.completely retired
26926,213049020,
26927,213050010,
26928,213050020,
26929,213051010,
26930,213057010,
26931,213057020,
26932,213058010,1.completely retired
26933,213058020,1.completely retired
26934,213059010,
26935,213059020,1.completely retired
